review	constructive
TITLE: Wooden beamed authentic pub near Boston Common | TEXT: Great atmosphere with low wood beamed ceilings creating an olde world pub feel. Lots of great beers on tap. Food is good pub grub. Not a lot of gluten free options but the loaded nachos were delicious. Our server suggested a half portion: great call!! It was huge!!	1
"TITLE: Skip the Dinner and Just have Dessert and Coffee | TEXT: Sister and I went for dinner.  She ordered veal and I ordered the scallop and pasta special.  Her veal and potatoes were very good but the ""vegetable medley"" was a pile of mushy vegs. The best thing that could be said about my dish were the two blistered cherry tomatoes were tasty.  The bead size scallops were rubbery, the small amt of sauce was incredibly bland, and the dish was dry. The side garden salads were very nice size, fresh and good.  The salted caramel cheesecake was amazing and strangely enough, the decaf coffee  was truly terrific.  However, a $97 meal (we ordered no alcohol) with mushy vegetables and a non-edible entree was a big disappointment.  The reason I did not send back my entree was that it took 45 minutes for our meal to arrive.  There were 3 servers and 9 tables, so that was not the issue."	1
TITLE: Small restaurant, but BIG on taste/dining experience... | TEXT: Was in Philly visiting my son and he said we couldn't leave without eating at Bistro Southeast.  He discovered this restaurant last year when he moved to the area.  He said he'd never been disappointed and we weren't either!  The food was so fresh and the service was excellent.  I ordered the salt and pepper shrimp, my son ordered the spicy curry shrimp, my daughter ordered summer rolls and the rice bowl with chicken; we also ordered thai sweet chili wings and sweet potato fries to share.  All very delicious!!!  If visiting Philly, be sure to stop by this jewel of a restaurant.	1
TITLE: Definitely recommend | TEXT: Stop here when visiting Philly. Large variety of foods to choose from. Plenty of shop to look for souvenirs. Definitely with visiting especially if it’s your first time visiting.	0
TITLE: Customer service at its best! | TEXT: Truly a historic gem (circa 1925) restored to modern day convenience. Good amenities in a great location.   Perhaps the best part was my experience at breakfast this morning. The standard Holiday Inn Express offerings were very well prepared (e.g., perfectly moist and appealing scrambled eggs) and the attendants distinguished themselves by their continuous checks and attention to detail like wiping up spills. However, the MOST REMARKABLE service I witnessed was when one of the two attendants noticed a guest (walking with a cane) needing assistance as he served his plate from the buffet. She respectfully approached him and offered her help. It was spontaneous kindness and true customer service at its best!  Both my day and my trip were made better by seeing the above (while also enjoying a tasty, filling breakfast)!  I will be back!	1
TITLE: Unstuffy culinary hotspot | TEXT: We came here for dinner while visiting friends who live in the area, and had a wonderful meal!  The ambiance is upscale and trendy without being stuffy, and it was very clear that this is a culinary hotspot. The staff were professional and friendly - our waitress was very helpful when we were struggling to decide what to order. The crispy duck, salmon satay, tempura cauliflower, and the general tso soup were outstanding! We ended up not leaving anything for leftovers, which doesn't generally happen with us. We'll definitely come back the next time we're in town.	0
TITLE: Stylish Ambiance, Top-Notch Service & Amazing Pizza! | TEXT: Paradiso in Bishop Arts District is a fantastic spot! The decor and ambiance are incredibly fancy, creating a chic yet welcoming atmosphere. But beyond the beautiful setting, the service is truly professional, and the food is high quality. Every dish was well-prepared and flavorful, making for a great dining experience. A special mention goes to the pizzas—they were perfectly cooked, with a crispy crust and delicious toppings. Whether you’re looking for a stylish night out or just great food, this place is definitely worth a visit!	0
TITLE: Unstuffy culinary hotspot | TEXT: We came here for dinner while visiting friends who live in the area, and had a wonderful meal!  The ambiance is upscale and trendy without being stuffy, and it was very clear that this is a culinary hotspot. The staff were professional and friendly - our waitress was very helpful when we were struggling to decide what to order. The crispy duck, salmon satay, tempura cauliflower, and the general tso soup were outstanding! We ended up not leaving anything for leftovers, which doesn't generally happen with us. We'll definitely come back the next time we're in town.	0
TITLE: Nice place to eat off the beaten path | TEXT: We arrived at the restaurant after 9pm (it closes at 10pm). We had a nice seat outside and a very friendly/good server named, Carlos.   We had a Cesar salad with salmon and the baby gems salad with shrimp added.  They were both really good!  It was a nice, easy and enjoyable experience.	0
TITLE: Everything delicious | TEXT: Recommended by the Courtyard by Marriott front desk, I had a nearly perfect sumptuous dinner at Market Tavern.  Loved the choices of by the glass wines.  My Duckhorn Merlot was delicious!  Was in the mood for steak, and the kitchen totally delivered.    I decided to eat in the bar as a solo, and they had good sports choices on multiple TVs. The bar was doing a fine business.  Portions are very generous.  My ribeye steak was perfectly cooked medium rare, exceptionally tasty, and a perfect accompaniment to the wine.  It came with two side dishes, great steamed broccoli and garlic mashed potatoes.  Amazing flavors!  Again all portions were huge!  Highly recommend this restaurant and so pleased to experience it during my one, and possibly only, visit to Stockton.	1
TITLE: Good food and excellent server | TEXT: Hot and delicious food. Excellent server—Sam Decent-sized booth Music TOO Loud Bathrooms need cleaning and attention.	1
TITLE: Not very good patio closes early | TEXT: Patio closes at 6 pm why so early nice outside it's a beautiful evening July 9 th 2025 5:09 pm patio closed at 6 pm young man said sorry closing patio. I said you close at 9:30pm why does patio close so early doesn't get dark til 8 pm I'm a business owner and this is unprofessional. shortsalesmit@gmail.com Frances Bazan	1
TITLE: Clearly recommended | TEXT: Whilst the ambiance is not the best - a bit too busy and acoustically unfavourable) I clearly recommend to go as the food is extra tasty, the service perfect and relaxed-friendly at the same time.	1
TITLE: Farm to Table Excellence | TEXT: Perhaps the best meal I had in Philadelphia. Very large restaurant with big patio and several inside dining areas plus a large bar. Well appointed and elegant but still warm and welcoming atmosphere. We enjoyed a meal of roasted cauliflower with coconut curry, garbanzo beans and quinoa. Along with lamb bolognese Pappardelle with whipped ricotta. Their chive and cheddar biscuits are to die for.  Wine options are well chosen and multiple by the glass offerings	0
TITLE: Very Noisy | TEXT: Much too noisy. I enjoy loud restaurants but I feel the “cackling”  group at the adjacent table ruined our evening even though the food, wine and service was exceptional.  We wish management ask the five ladies next to us  to simply respect the other patrons and quiet down!	1
TITLE: Great!! | TEXT: Colin was great. Cheesecake and affogato perfect ending to a good meal! The veal was great and the filet has great flavor. Colin was friendly  and made us laugh!	0
TITLE: Hungry Men | TEXT: So another business trip..  So we have to eat!!!!  This the best..we always go here. Wish the Country was run like this place!  We love the owner. A no nonsense get it done lady!	0
TITLE: Harding Presidential Sites | TEXT: We had a great visit to the Warren G Harding Presidential Library and Memorial. The Library (aka Museum) is quite small compared to other presidential libraries, but does a good job telling the story of Harding's short presidency. Tours of his home are only offered on the hour, so we had to miss that, but did take photos from the outside. We also visited the Harding Memorial in the cemetery, which was quite impressive. If you're passing by Marion, Ohio, take a break from your drive and stop by to see the presidential sites.	0
TITLE: We watched a short film at the museum prior to the tour | TEXT: Our guide was Theodore, he did an excellent job sharing his knowledge of Warren Harding and Florence- marriage, campaign and presidency. The tour started on the porch where his Porch Campaign took place. The house furnishings are over 90% original. NO Pictures allowed which is sad for my personal journey ablum. The museum has nice exhibits with a couple audios. Enjoyed watching the pictures taken on the Voyage of Understanding tour to the western states and Alaska. Purchase tickets on-line because we were shocked how the first 3 tours were fully booked. We changed our itinerary to make a late afternoon tour. Large parking lot. Restrooms on site.	1
TITLE: It was walking into a ToysRus store | TEXT: I had read many reviews online and asked staff at my hotel all the food market. It was a 10-15 walk from my hotel and walking to the Reading Terminal Market was like walking into a toy store and not knowing what toy you want buy first.  There was so much  choices  of food available.  After walking round the market for around 10 minutes looking to see what I fancied I eventually chose a vender and had my first Philly cheesesteak.  Delicious, will defo go back again before I leave. Must do place for a visit.	0
TITLE: Delicious food in special occasion setting. | TEXT: A perfect special occasion place. Great food with lovely presentation. I had duck with parsnip puree, apples, and fois gras pudding. Fabulous. Cooked as ordered, and the right size portion. Pre-entree arugula salad was eh, but hot potato leek soup with fried puffed noodle was delicious. Dessert was a white chocolate soufflé with pistachio crème and was wonderful: creamy, the right amount of egginess, not too sweet yet smooth and unctuous. My husband had the scallops, which he said were the best he has ever had, cooked perfectly, sweet and tender. He also ordered the wagu beef appetizer, which we all tried: raw but seared on a hot stone and served with soy, pickles and wasabi. Meat was very thinly sliced and tender but nothing to write home about despite the very substantial price. Daughter ordered the homemade pasta bolognese, which was yummy. Servers come to the table with a variety of breads, including ciabatta and focaccia. I tried both, and felt they were just good, but my daughter and son love the focaccia.  They offer several special cocktails. I asked for a chocolate martini ( their special was espresso martini) and it was very good.  Mathew’s is a small, attractive place where you don’t have to shout to have a conversation. Exemplary service from our waiter and his several assistants. Free valet parking out front. Small but well appointed bar when you walk in. Upscale but not stuffy.	1
TITLE: Dinner after work | TEXT: Great steaks and nice atmosphere. The bartender was nice as I sat at the bar and talked about Portland with the person who had just arrived. Would recommend for a special dinner or event as the restaurant is really nice. Oh yeah, good wine selection as well.	0
TITLE: Pleasant place for drinks and dessert | TEXT: During our stay, we stopped by the XIX lounge for drinks and dessert.  My wife and I were each treated to a generous pour of a good chardonnay, which had just a bit of residual sweetness.  We also shared a portion of the chocolate mousse, which was very satisfying.  Prices are a little on the high side, but that's to be expected when you're in a classy location like the Bellevue.	0
TITLE: Everything delicious | TEXT: Recommended by the Courtyard by Marriott front desk, I had a nearly perfect sumptuous dinner at Market Tavern.  Loved the choices of by the glass wines.  My Duckhorn Merlot was delicious!  Was in the mood for steak, and the kitchen totally delivered. I decided to eat in the bar as a solo, and they had good sports choices on multiple TVs. The bar was doing a fine business.  Portions are very generous.  My ribeye steak was perfectly cooked medium rare, exceptionally tasty, and a perfect accompaniment to the wine.  It came with two side dishes, great steamed broccoli and garlic mashed potatoes.  Amazing flavors!  Again all portions were huge! Highly recommend this restaurant and so pleased to experience it during my one, and possibly only, visit to Stockton.	1
TITLE: Very good Southern cooking | TEXT: Ellen’s provides very good Southern style dishes from their flagship location in the West End area of Dallas.  We came here on a Tuesday for lunch and were immediately seated.  We ordered chicken fried steak with mashed potatoes and green beans.  The steak was great, the mashed potatoes were slightly bland but the green beans were excellent, mingled with tomatoes and bacon.   A by the glass Cabernet rounded off lunch.	1
TITLE: Alarming | TEXT: This is the first restaurant to serve lab grown salmon.  It's called Wildlife .    They call it cultivated salmon .    I didn't order it so not sure how it tastes.	0
TITLE: Lunch with a Dear Friend | TEXT: My friend chose this place for us to meet for lunch.  I loved the Teriyaki Salmon dish I ordered.  The atmosphere was great, too!	0
TITLE: Incredible Dining experience | TEXT: My son who lives in Dallas had been bragging on this restaurant. We had reservations but still had a 20 minute wait to our table. The manager gave us an app on the house. The food was fabulous. Service was spot on.	1
TITLE: Wonderful experience with a large group | TEXT: We found this spot for a group of 20+ last minute on a busy weekend and they fit us in at a beautiful table and it was a wonderful experience.  The food was incredible but the service even better. They assigned us enough servers to make sure we were taken care of very well. The atmosphere was great, bathrooms clean...just a very well run restaurant.	1
TITLE: Good Ending | TEXT: This dinner was redemption for a subpar lunch elsewhere. We both enjoyed the grilled salmon. Our server, Eve, must have realized we were tired after a tiring day and didn’t try to overwhelm us with too many “things,” for which I was grateful.  Worth a return visit when we come to Jax.	0
TITLE: Miami McDonald's?  Rude, Dirty, Horrendous | TEXT: Most of the McDonald's in this town are rude, dirty and horrendous, and this one is no exception.  Make you wonder why people would even buy food here.	0
TITLE: Consistently Fantastic! | TEXT: Ate outside under the trees and twinkly lights.  Beautiful. No reservation needed on a Sunday night for a great seat but it was still hopping.  Ordered from Happy Hour menu and the regular one, they have a great happy hour.  Polenta fries with marinara-Loved!  Steak bites-Loved!  Not a huge order but just right. Black bean soup-comes in a chicken type broth with veggies, was not what we expected but better-so delicious. Burger on lettuce with white cheddar, onion jam and avacado was excellent!   Consistently exceed expectations, not the usual run of the mill options so we always feel happily surprised, and you can't beat the great atmosphere and service.   This is a great first date place, casual dinner, group of friends or special event (smallish groups) location.  They fall somewhere between the cheap eats and the mid range.  You can get a good burger for $13.50 or a steak plate for between $19-26.	1
TITLE: Fantastic | TEXT: We have been here a few times and the food is amazing, and cooked fresh. The  staff is very friendly and you get great service. We would definitely recommend this restaurant to anyone.	0
TITLE: Farm to table done right | TEXT: Amazing farm to table restaurant with rotating menu based on seasonal ingredients. You can’t go wrong with the pork chop and ceviche but the real star was the cast iron corn bread. Drinks on great as well, highly recommend	0
TITLE: A little oasis after a bad day! | TEXT: We enjoyed everything about this place! The ambience, the architecture, the decor, the seating, the food, the wine and the service!  We had the farm greens salad and the buttermilk dressing was amazing.  Then the papardelle and the risotto.  Both delicious.  Kekoa was our server and he was just the perfect mix of intelligence, humor, knowledge (everything from the risotto to the jazz playlist) and discretion.  End of a horrible travel day for us that was all but forgotten as we soaked up all the goodness of this restaurant/bar.  We will be back.	1
TITLE: Museum and House Tour Make this a fun Visit | TEXT: A visit to this presidential library comprises three potential activities.  First, there is an hour long tour of his house.  Second, the main building includes a small exhibition of his time as President.  Lastly, a mile from the library is his memorial.  We spent just under two hours here.	0
TITLE: Don’t hesitate -  visit The Grange soon! | TEXT: We plan time to come here every time we are in Sacramento. The food, service and ambiance are all excellent! Even when we order something like a classic breakfast, it’s amazing. My brunch frittata was just delicious!!	0
TITLE: Very disappointed, not worth the trip | TEXT: We went for a birthday celebration and was very disappointed in the slow service and lack of knowledge of the server. order chilled seafood platter, steak and lobster and oyster rock fellows, the steak came first and waited a while before the chilled seafood plater came out and the oyster appetizer never came before our meals. the oysters on the chilled plate had lots of sand and shells in it and the steak was so so. The manager asked how your dinner was and told him of the problems and he did not say sorry or make any adjustment. All in all very disappointed birthday celebration	1
TITLE: Great place | TEXT: Excellent food and excellent service. The menu had all the right notes and did it very well. The Osso buco and the salmon were perfect.	0
TITLE: Best of the best | TEXT: This is the, not one of, but the finest restaurant in the country.  It's every bit as creative as a 3 star restaurant in France.  Corey Lee's melding of local ingredients with Asian fusion sauces, marinades and soups are so brilliant.  It is costly as one would expect a 3 star Michelin to be, but worth it.  The service is perfect, attentive without being cloying. I cannot recommend it more highly. We've lived in France many times, and I feel that we're blessed to have such a treasure locally.	0
TITLE: Fabulous TIME as always! | TEXT: Canada Berries has professional and knowledgable staff who are friendly and customer service oriented. They patiently waited on my friend and I and introduced 9 different types of wine for us to taste and informed us what types of food goes with each fruit wine, and the health benefits of each fruit. The wine is delicious, I really liked Blueberry and Raspberry wine. The location is also a great meeting space with a second floor which hosted an investor presentation that I attended last year. It is spacious and got a big TV with tables and chairs so it was perfect. I also attended a Chinese New Year festival several years ago there with over 1,000 people in attendance with lots of live entertainment under big tents with proper stage, and lots of vendors. It has a big parking lots and it's all free so it's a fantastic venue. I highly recommend this winery. I have given out many of their wine as gifts, and people really like it!	1
TITLE: Nice simple place. | TEXT: We had a table outside in this relatively quiet street. Good club sandwich and fries. Excellent salad. Nice evening with the family.	0
TITLE: Barely worth the price | TEXT: Oyster appetizer was really good. Chicken and snapper entrees were 5 out of 5s. Atmosphere was 5 out of 5. Our friends got the duck and really liked it. I thought it was tough but am not an aficionado. Service was 5 out of 5.	0
TITLE: Consistently delicious food made with seasonal ingredients, tasty cocktails, and great service! | TEXT: I’ve been here 6-7 times now over the last year, at least twice by myself just for the kale salad. I’ve brought out of town guests here as well as local friends and it’s been consistently delicious: the meal, the cocktails, and the service (we love Spencer!)…and we’ll keep coming back!	0
TITLE: 2 spilled drinks by waiter, no apologies | TEXT: We’ve been here quite a few times and have always had really good service, friendly older, and great experience. We went this past Sunday after church with our two kids 20 and 11 years old.  Got seated, ordered our drinks and we went up to the salad bar. When we got back to the table sat down they brought our drinks. One guy sat down my son drink, and it spilled all over the table. They moved everything from the center of the table, put down a towel and blotted  up what they could of the Coke and then another or a girl came around to my side between me and my daughter and she picked the glass up off the tray and I guess the tray was not centered and a whole cup of beverage spilled between me and my daughter on the floor it splattered on her brand new UGG shoes.  Now with what happened you would have thought they were going to either offer free dessert or comp the meal. Nope. Nothing.  This is not the experience you want your customers to have is it?	1
TITLE: Bday Dinner | TEXT: While visiting Portland for my wife's bday, we came here for dinner because it was recommended by a Lyft driver. Upon walking in, we were greeted very warmly with smiles. We were immediately seated. The waitress was very pleasant. I can't remember her name, but she was young with blonde hair and a facial piercing. She provided her recommendations by request. It took us a min to figure out what we wanted, but she was very patient.  We ordered the BBQ fried rice and boneless chicken thighs. It all came out hot and tasty. For dunks, we ordered Makers Mark whiskey with coke ave cherries and a tequila well drink. Both were delicious. We spoke to our waitress about how our time has been in Portland. She was very friendly. We ended the night with a special boozy slushy shot that she had made for my wife to help celebrate her bday. She put a candle in it and all. We loved that gesture!!!!  We highly reccomend this spot. Oh.. the ambiance was nice as well.	1
TITLE: Embarrassing Customer Service | TEXT: At about 1:30 this afternoon I visited the store on March Lane with my wife and got a cup of coffee I sat in the lobby for one hour drinking the coffee and I decided to get a refill I went to the register and asked the lady at the register whose name I don’t know to give me a refill but to my surprise she told me that I was not sitting in the lobby so she told me she couldn’t give me one I told her a couple of times that I was sitting in the lobby but still she didn’t believe me she went in and asked a colleague in the back room and the colleague confirmed that I came earlier and I was sitting in the lobby  That was very embarrassing  A manager came and apologised about what happen  I felt so embarrassed that I used to visit that store everyday but not anymore  My name is Jihad Basma and my phone number number is 2093199098	1
TITLE: Huge breakfast | TEXT: We’ve been here several times over the years and it’s always been great. Portions are huge and easily splittable. My wife and I split an omelette and along with the potatoes and toast we couldn’t finish it. Service was great. Our server was very friendly, helpful, personable, always there with more coffee, and didn’t rush us. We were at a family gathering so our server knew we had a lot of talking and catching up to do. It was a great experience and we’ll be back again.	1
TITLE: Cozy restaurant near Washington Square. | TEXT: We were in town to celebrate my wife's birthday. We tried this restaurant on a recommendation from my boss. The food was delicious. I had the Branzino and Broccoli, my wife had the Roasted Chicken and Gnocchi. We shared the the Chocolate Pudding cake which was delicious also. My wife really like the bread plates on each table. Each plate was different from the next and look like someone went searching thru some antique shops to pick them out. We ate inside because it was a little to windy to try the patio but it looked really and cozy.	0
TITLE: Mince | TEXT: The worst of the worst, absolutely gash. The staff are useless. Holding up cash to buy a simple carry out and ignored for 20 minutes.	1
TITLE: Fabulous Drag Brunch! | TEXT: We had a fabulous Drag Brunch! Performers were really amazing and absolutely stunning and the food & service was superb! Will definitely recommending it to all my friends! Shared this fun experience on my YouTube Channel @Rob Mahor if anyone wanna see it:) It was the best!	0
TITLE: Maximo! | TEXT: Amazing experience! Every plate a different surprise, my favorite was Cia Modena and the e Tortellini. Also, Gian Luca was a wonderful waiter who guided the whole experience.	0
TITLE: Always delightful staff! | TEXT: The food is delicious,  no doubt. What is extra special is the attentive, knowledgeable and really pleasant staff. Always makes us feel like we are the entire focus of our waiter's attention.	1
TITLE: Subpar | TEXT: Arrived to be seated near a birthday party going. While it wasn't the birthday party's fault, I think the party should have been held somewhere away from regular diners. They were loud and celebrating which was expected but again why have a party of 30 ppl in the center of a restaurant? After the party, the clean up consists of hitting the pillows loudly, moving furniture, and carrying long wooden tables over the heads of diners while we ate- (extremely dangerous) The food was subpar, (ordered the curry shrimp, salmon was the end of the fish with brown parts under, ravioli was like 12 pieces, the side (spicy yellow rice was hard). The food was not to Cipirani standards NYC or Dubai location. The view-  obstructed by plastic wrapped windows and no seating in a the patio space. The restaurant was cramped, tiny tables, low back chairs. I think the restaurant could have so much potential. Go to Casa Tua in Brickell for better Italian food and bypass this Cipirani. This location should be closed.	1
TITLE: Anniversary Dinner | TEXT: We were very excited to have dinner at Wa’z because our son took his girlfriend there for their anniversary and said it was amazing. The food was fabulous!  Every plate felt like a piece of art. Chef, and his team, was friendly and polite, as you would expect from a Japanese restaurant. We shared a Saki tasting, which was plenty for the two of us, and we loved the beautiful saki cups. Each one was so unique. Our only criticism is that the meal felt really rushed. We were seated at 8pm, served 10 courses and were done by 9.30!  We sat at the chef’s counter, and everyone was served each dish at the same time, so it wasn’t just that we were eating fast. It was an expensive evening, so I would have liked to linger.  On the bright side, we were given a little bouquet for our anniversary.	1
TITLE: The Best Mexican Food Around | TEXT: The food is great!  The amount of food is amazing.  Take your appetite with you.  The menu variety is excellent.  I love this place!	0
TITLE: Excellent restaurant choice near Fisherman's Wharf | TEXT: Pier Market Seafood is located on the waterfront about halfway down Pier 39. The tables look out to the waterfront for a lovely dinner setting. My wife and I enjoyed a delicious ceviche appetizer and then salmon and cioppino entrees, followed by two desserts that included ice cream on the side (we are ice cream junkies!). Service was professional, and the prices were very fare for the quality and setting. We would certainly return on our next trip to San Francisco (we go about every ten years!).	0
TITLE: Never rated a business so low in my life… | TEXT: We were enjoying some food and a drink earlier this evening and upon attempting to order a fernet to finish off our meal,  the bartender asked who was driving and wouldn’t let us place the order. No one was drunk, we were peacefully enjoying our treats, I hadn’t even drank 20% of my drink.  She may have been going through something personal because when I asked her name, she raised her eyebrows, swung her head, and raised her voice to say, “Would you just like to talk to the manager?!” We accepted the offer, but regardless, will never return. So sad.  When we first arrived and ordered our initial drinks, the patrons that left the seats we took were bragging about drinking a whole bottle of Don Julio 70 between the two of them along with the same bar tender. At that point, the bartender accidentally took our full drinks and dumped them. So we mentioned the error and she supplied replacements. As I said, I didn’t drink mine and my husband finished his by the time of her episode.  The manager explained they had just had some ABC training and they were buckling down. This would be entirely understandable. However, the bar tender’s  judgement was misplaced and targeted. That, in addition to her horrendous decorum, has destroyed the establishment’s rapport with us.	1
TITLE: Great service | TEXT: My friends and I met at Rue for drinks after a concert at Voodoo Doughnuts. The service was outstanding and we were allowed to just have drinks, though the menu looked quite intriguing. We ordered the almonds with rosemary and smoked beef fat, and they were to die for.	0
TITLE: Poor service.  Steak frites was too tough to eat.  Waiter and manager were not helpful.  They sat us outside when hot | TEXT: Poor service from both manager and waiter.  Steak frites was too tough to eat.  It was very hot and they could not get the fans on us and would not seat us inside.  There were many open tables inside so could have been a racial thing	1
TITLE: A rare disappointment by a reliable chain | TEXT: On my way out of town stopped for lunch before 5 hours of I-10 was in my future.  Service was great as usual.  But food was only average and I probably should have sent it back.  Started with the Chili, only available on Saturday.  Pretty good but a bit thinner than I prefer.  Id had it a few weeks ago at J Alexander in Atlanta and it was more hearty and thicker. Just a preference.   The French Dip was my entree, it was not great.  Bread was borderline stale and the roast beef was loaded with gristle and fat.  I only ate half.  Maybe just a bad day and it was after 2pm so kitchen was not at full strength but the restaurant was at least half full so business was good.   I’ll go back but I’ll be more quick to reject a poor entree this time.	1
TITLE: Nice vibe, food was disappointing | TEXT: The vibe is really lovely in the restaurant, and it’s one of the busiest in Austin too. However we felt that the food was average at best - we had to send back both of our sides as they arrived before the entrees and were both cold! The service was also very slow, and food took ages to come. Nice vibe, but not worth it for the price and the wait.	1
TITLE: Good place for wings | TEXT: This is for the location on Beechmont ave. It’s been a few years since I’ve been to this location. We were there on a Saturday evening and it didn’t appear to be really busy, but steady. Our order of  wings were hot and done just right as were the onion rings. They had plenty of help and our waitress was attentive at the right times. So we had a really good experience. My only knock is this, it’s rather noisy to the point of making conversation a little tough.	1
TITLE: Great food! | TEXT: This is our go-to location for Mexican Food. best in Stockton! This is located downtown. They make the best flour tortillas.	0
TITLE: Exceptional knowledge provided, kindness and a very professional crew. | TEXT: Unforgettable experience. The knowledge shared by sme’s was invaluable. The world needs Crow Canyon!   The expertise and educational opportunities provided by the center was exceptional. I highly recommend trips with Crow Canyon often.	0
TITLE: Do Not Stay Here! | TEXT: Hotel is old, in a terrible part of town.  Rooms not cleaned , trash on floors, mold in windows and curtains raggedy and unable to close.  It appears homeless people are living there and hanging outside. Very unsafe and not worth the money  at all.   Could not wait to leave.  Best thing there is the front desk employees.	1
TITLE: Perfect place to kick back and chill | TEXT: Me and my boyfriend went back to this hotel after a previous visit. 2 years ago. The hotel is mainly occupied by Russians and Egyptians, which is perfectly fine for us because we spend more time outside of the hotel than we did in the hotel. The food is ok and the chefs are willing to provide you with an alternative if you do not like what they have cooked. The staff are all lovely and the room was decent (they gave us the same room as the first time). Overall a nice chilled place.	0
TITLE: Awesome place! | TEXT: Staff are friendly! Good food! Good beer!! This place is amazing.  Haven’t try the 2 liter challenge yet but getting there.	0
TITLE: Top dinner experience in Northern California. | TEXT: My wife had wanted to go here for awhile,  since she is a vegan and they vegan options. She couldn’t decide among the various choices, so I suggested the two person tasting menu. They created and vegan masterpiece. The variety of flavors was amazing. Some of the offerings were among the best food I have ever had, vegan or otherwise.  This place is a gem and we had one of the best dinner experiences ever! We did not have wine with dinner, so if that is important, check out the wine list ahead of time. Our only complaint was that there was too much food, but that was erased when we enjoyed a nice lunch of left overs the next day. Finally, for those who love meat, as the name suggests, they have many other choices besides vegan. Try this place and I bet it becomes a regular dinner spot for you and your loved ones.	1
TITLE: Truly Unique and Delicious | TEXT: This was the best restaurant experience my wife and I had in a while.  The experience was top notch from arrival to departure. Service was friendly, helpful,and attentive. Food was imaginative, beautifully cooked and presented.  Every dish, from amuse bouche to dessert had interesting flavors, quality ingredients, and lovely presentation. No dish was like anything we’ve had anywhere else. This is a kitchen with a truly unique (and delicious) point of view.	0
TITLE: Awesome front desk | TEXT: The staff at front desk is outstanding. Especially Tatiana, and her associate. They adjusted our 3rd party booking like true professionals.	0
TITLE: Nice cozy Resturant | TEXT: the atmosphere was nice and cozy  , sea food is cooked very well and the service was really nice and friendly . it is a BYOB restaurant	0
TITLE: Subpar at best | TEXT: I don’t understand where all these great reviews are coming from, but don’t be fooled like I was. First of all, the service was subpar. We asked our server repeatedly for a baby booster seat and she never brought it, so I finally had to get up and look for where they were kept. She also didn’t bring the juice we ordered for our toddler till the end of the meal. Have you ever dealt with a thirsty toddler? Not good. Also, we ordered bottomless mimosas and only got one refill, after asking repeatedly for it. Our glasses were empty most of the meal. Now the food. We ordered eggs Benedict and the eggs were hard boiled, served over stale bread with just a little bit of hollandaise. It was gross. The only good food was the side of bacon we ordered for our toddler. Overall this was by far the worst restaurant experience I have ever had, especially because it ruined Father’s Day for my husband.	1
TITLE: Best taste Seafood in town ! | TEXT: We’re inviting by friends to check on this Seafood Restaurant. We were surprised by the food!! Great food 🥘 Good service !!  Definitely will Be back😘	0
TITLE: Jeju Spirited Garden | TEXT: Well worth a visit if you're in Jeju, South Korea.  Sang Bum Young pictured here,  is the creator of this Bonsai garden. It had taken him 57 years to create.	0
TITLE: Nice, but not great | TEXT: It was a little out of the way from where we were staying.  Our initial waitress obviously did not know much about the menu.  She gave us incorrect responses to our questions.  Upon entering we were asked in a rather abrupt way to show our vaccination cards - we all 6 had these, but it was not done in a very nice manner.  Dinner was good - not great.  I would not tell someone to waste their dining experience here, especially given the wait staff.	1
TITLE: Don't order curries from the buffet menue | TEXT: Ordered food from the buffet menu for my husbands birthday party. Was horrified to find that the curries were just cause with no meat. Phoned round all the guests incase it was just me that got no meat but all said that there wasn't any in the curries. I was mortified. Phoned to complain and was told manager would phone me next day. Stil waiting for the call but guess it isn't coming any time soon. Was a valued customer of 13 years. Won't go back. Con artists!	1
TITLE: Nice small family restaurant | TEXT: This is a nice fast sea food restaurant. Service is very friendly and quality of food is good. Prices are reasonable.	0
TITLE: Loyal to my party. | TEXT: After having lunch there, I was told by a friend they would not let the Democratic Party meet in their dining room.  I wish I would have known this.  Will not go there again.	0
TITLE: Worst Dining Experience | TEXT: I called ahead and was told outdoor seating is available on a first come first server basis.  Upon arrival I was greeted by a bearded gentleman in a sports coat who informed me that outdoor seating was not available for at least 30 minutes despite the fact that I could see three empty tables.  When I informed him that I would be happy to wait he told me to go ahead and leave and come back in 30 minutes and if a table is available at that time, he would let me know.  He was very condescending in his tone the entire time.  Since they were booked for seats at least 2 weeks out I decided to stay so I could experience the food.  I ordered a pasta dish and it was absolutely delicious.  The waiter was pleasant.  I plan to return back to this restaurant multiple times and leave similar feedback if I have a like-kind experience.	1
TITLE: Overrated restaurant | TEXT: Quite disappointed tbh. Nothing special; service was fair but not great. I had a Calle Ocho Special sandwich, the bacon was almost inexistent it was a joke. It comes with french fries, I asked to change with another side I was told I could not when it’s just fries…coming with a sandwich so clearly it is possible, they just didn’t want to. The fries were not even good or fresh they look the same as at McDonalds. Plantains were okay but I’ve had better they were not even hot. The only great thing was the cafe cubano.	1
TITLE: Delicious | TEXT: My Swai fish sandwich was delicious and our server was amazing. She made some great suggestions as she knew I had no clue what to order.  She even had us sign the wall.	0
